年,月,日,時,波高,週期,波向,風速,風向
2025 ,1 ,27 ,3 ,2.59,5.4,11,14.1,24
2025 ,1 ,27 ,4 ,2.46,5.4,0,14.9,19
2025 ,1 ,27 ,5 ,-9.9,-9.9,-9.9,15.2,24
2025 ,1 ,27 ,6 ,2.81,5.7,22,15.2,24
2025 ,1 ,27 ,7 ,2.9,5.8,11,15.8,31
2025 ,1 ,27 ,8 ,2.83,5.6,22,15.8,30
2025 ,1 ,27 ,9 ,2.51,5.2,22,14.8,32
2025 ,1 ,27 ,10 ,2.35,5.3,22,13.2,38
2025 ,1 ,27 ,11 ,2.55,5.5,22,13.8,32
2025 ,1 ,27 ,12 ,2.59,5.4,22,14.9,27
2025 ,1 ,27 ,13 ,-9.9,-9.9,-9.9,14.6,27
2025 ,1 ,27 ,14 ,2.33,5.1,11,14.1,28
2025 ,1 ,27 ,15 ,2.19,5,0,14.2,26
2025 ,1 ,27 ,16 ,2.27,5.1,22,14.6,27
2025 ,1 ,27 ,17 ,2.31,5.2,11,14.4,34
2025 ,1 ,27 ,18 ,2.4,5.3,22,14.2,31
2025 ,1 ,27 ,19 ,2.25,5.1,11,14.1,35
2025 ,1 ,27 ,20 ,2.67,5.5,22,13.6,36
2025 ,1 ,27 ,21 ,2.78,5.3,22,15.2,39
2025 ,1 ,27 ,22 ,2.48,5.3,22,14.6,38
2025 ,1 ,27 ,23 ,2.33,5.2,22,14.4,39
2025 ,1 ,28 ,0 ,2.57,5.3,22,14,38
2025 ,1 ,28 ,1 ,2.25,5.1,22,15,35
2025 ,1 ,28 ,2 ,2.47,5.2,22,14.8,37
2025 ,1 ,28 ,3 ,2.07,4.9,0,14.5,40
2025 ,1 ,28 ,4 ,2.47,5.3,22,15,43
2025 ,1 ,28 ,5 ,2.5,5.7,22,14.9,47
2025 ,1 ,28 ,6 ,2.24,5.2,11,14.6,44
2025 ,1 ,28 ,7 ,2.26,5.2,22,14.2,40
2025 ,1 ,28 ,8 ,2.38,5.3,11,14.4,35
2025 ,1 ,28 ,9 ,2.19,5.4,11,12.8,40
2025 ,1 ,28 ,10 ,2.01,5,11,12.3,32
2025 ,1 ,28 ,11 ,2.03,5,22,11.6,26
2025 ,1 ,28 ,12 ,1.97,4.9,11,12.2,24
2025 ,1 ,28 ,13 ,1.74,4.6,11,12.9,24
2025 ,1 ,28 ,14 ,2.05,4.9,22,12.5,28
2025 ,1 ,28 ,15 ,1.96,4.7,22,13.9,32
2025 ,1 ,28 ,16 ,2.24,5.2,11,14.1,36
2025 ,1 ,28 ,17 ,2.3,5.3,11,13.7,29
2025 ,1 ,28 ,18 ,2.28,5.1,22,13.8,29
2025 ,1 ,28 ,19 ,2.19,5.2,11,13.1,30
2025 ,1 ,28 ,20 ,2.34,5.5,11,12.2,38
2025 ,1 ,28 ,21 ,2.26,5.3,22,12.1,42
2025 ,1 ,28 ,22 ,2.02,5.1,22,10.4,42
2025 ,1 ,28 ,23 ,1.85,5.2,22,9.8,40
2025 ,1 ,29 ,0 ,1.58,4.8,33,9.9,52
2025 ,1 ,29 ,1 ,1.55,4.8,22,10.5,47
2025 ,1 ,29 ,2 ,1.63,4.7,11,10.7,45
2025 ,1 ,29 ,3 ,1.48,4.6,22,10,49
2025 ,1 ,29 ,4 ,1.52,4.8,22,10.7,38
2025 ,1 ,29 ,5 ,1.65,5,22,11.3,50
2025 ,1 ,29 ,6 ,1.66,5.1,22,9.6,59
2025 ,1 ,29 ,7 ,-9.9,-9.9,-9.9,10.6,52
2025 ,1 ,29 ,8 ,2,5.6,22,10.1,47
2025 ,1 ,29 ,9 ,-9.9,-9.9,-9.9,8.9,52
2025 ,1 ,29 ,10 ,1.8,5.2,33,10.2,33
2025 ,1 ,29 ,11 ,1.95,5.1,33,10.6,29
2025 ,1 ,29 ,12 ,2.16,5.2,33,10.4,31
2025 ,1 ,29 ,13 ,1.89,4.9,22,10.3,25
2025 ,1 ,29 ,14 ,-9.9,-9.9,-9.9,10.8,21
2025 ,1 ,29 ,15 ,2.02,5.2,22,11.3,31
2025 ,1 ,29 ,16 ,2.01,5.1,22,10.6,29
2025 ,1 ,29 ,17 ,2.15,5.1,22,11.5,35
2025 ,1 ,29 ,18 ,2.06,5.2,22,9.6,39
2025 ,1 ,29 ,19 ,1.72,5.2,11,8.6,44
2025 ,1 ,29 ,20 ,1.59,5.1,22,7.9,38
2025 ,1 ,29 ,21 ,1.56,5.2,22,6.5,52
2025 ,1 ,29 ,22 ,1.4,5.3,22,5.8,53
2025 ,1 ,29 ,23 ,1.52,5.3,22,4.7,53
2025 ,1 ,30 ,0 ,1.25,5.1,22,3.9,55
2025 ,1 ,30 ,1 ,1.08,5.1,33,1.3,82
2025 ,1 ,30 ,2 ,0.96,4.9,33,1.1,145
2025 ,1 ,30 ,3 ,1.05,5.2,33,-9.9,-9.9
2025 ,1 ,30 ,4 ,0.93,5.2,22,2.1,159
2025 ,1 ,30 ,5 ,0.9,5.2,22,3,152
2025 ,1 ,30 ,6 ,0.93,5.2,0,1.9,158
2025 ,1 ,30 ,7 ,0.89,5.3,11,1.4,180
2025 ,1 ,30 ,8 ,0.88,5.4,11,-9.9,-9.9
2025 ,1 ,30 ,9 ,1.09,5.5,11,3.1,16
2025 ,1 ,30 ,10 ,1.06,5.4,11,3.2,40
2025 ,1 ,30 ,11 ,1.15,5.4,22,3.7,27
2025 ,1 ,30 ,12 ,1.08,5.2,22,4.4,10
2025 ,1 ,30 ,13 ,1.07,4.9,33,5.7,5
2025 ,1 ,30 ,14 ,1.3,4.8,11,5.1,9
2025 ,1 ,30 ,15 ,1.21,4.8,348,5,356
2025 ,1 ,30 ,16 ,1.13,4.8,337,5.6,360
2025 ,1 ,30 ,17 ,1.26,4.8,348,6.2,3
2025 ,1 ,30 ,18 ,1.41,4.8,326,6.9,16
2025 ,1 ,30 ,19 ,1.66,5.2,337,6.6,13
2025 ,1 ,30 ,20 ,1.5,5.2,337,5.7,16
2025 ,1 ,30 ,21 ,1.78,5.7,348,4.7,16
2025 ,1 ,30 ,22 ,1.82,5.6,348,3.6,20
2025 ,1 ,30 ,23 ,1.74,5.5,0,2.1,353
2025 ,1 ,31 ,0 ,1.63,5.4,348,2.7,1
2025 ,1 ,31 ,1 ,1.54,5.3,348,2,117
2025 ,1 ,31 ,2 ,1.49,5.4,348,-9.9,-9.9
2025 ,1 ,31 ,3 ,1.35,5.2,348,-9.9,-9.9
2025 ,1 ,31 ,4 ,1.35,5.1,337,2.1,14
2025 ,1 ,31 ,5 ,1.12,5.2,337,2.5,358
2025 ,1 ,31 ,6 ,1.12,5,337,1.3,33
2025 ,1 ,31 ,7 ,1.02,4.9,337,3.5,185
2025 ,1 ,31 ,8 ,0.91,4.9,337,2.3,206
2025 ,1 ,31 ,9 ,0.95,4.9,337,2.9,253
2025 ,1 ,31 ,10 ,1.28,5.1,348,2.7,226
2025 ,1 ,31 ,11 ,1.23,5.1,0,-9.9,-9.9
2025 ,1 ,31 ,12 ,1.16,5,337,3.5,351
2025 ,1 ,31 ,13 ,1.04,4.9,0,4.2,6
2025 ,1 ,31 ,14 ,0.97,4.8,0,3.9,13
2025 ,1 ,31 ,15 ,0.95,4.7,22,4.9,25
2025 ,1 ,31 ,16 ,0.92,4.5,0,4.7,36
2025 ,1 ,31 ,17 ,0.77,4.5,0,4.3,29
2025 ,1 ,31 ,18 ,0.75,4.5,348,4.6,356
2025 ,1 ,31 ,19 ,0.64,4.3,0,3.7,4
2025 ,1 ,31 ,20 ,0.67,4.2,348,5.4,13
2025 ,1 ,31 ,21 ,0.79,4.3,0,4.6,33
2025 ,1 ,31 ,22 ,0.79,4.5,11,3.1,11
2025 ,1 ,31 ,23 ,0.78,4.3,11,2.4,58
2025 ,2 ,1 ,0 ,0.65,4.1,11,1.4,8
2025 ,2 ,1 ,1 ,0.75,4.7,22,2.3,138
2025 ,2 ,1 ,2 ,0.62,4.8,11,-9.9,-9.9
2025 ,2 ,1 ,3 ,0.65,4.7,11,-9.9,-9.9
2025 ,2 ,1 ,4 ,0.53,4.6,22,1.9,281
2025 ,2 ,1 ,5 ,0.52,4.8,11,1.9,335
2025 ,2 ,1 ,6 ,0.43,4.8,0,1.8,39
2025 ,2 ,1 ,7 ,0.41,4.8,337,2.7,19
2025 ,2 ,1 ,8 ,0.43,4.6,0,2.9,38
2025 ,2 ,1 ,9 ,0.42,4.7,348,4.9,28
2025 ,2 ,1 ,10 ,0.47,4.2,11,6.1,36
2025 ,2 ,1 ,11 ,0.67,3.8,22,6.5,30
2025 ,2 ,1 ,12 ,0.62,3.9,33,5.7,23
2025 ,2 ,1 ,13 ,0.66,3.6,22,6.5,23
2025 ,2 ,1 ,14 ,0.8,3.6,11,6.7,33
2025 ,2 ,1 ,15 ,0.82,3.6,11,8.9,24
2025 ,2 ,1 ,16 ,-9.9,-9.9,-9.9,9.6,28
2025 ,2 ,1 ,17 ,1.22,4.1,22,10.9,23
2025 ,2 ,1 ,18 ,1.43,4.2,22,11,21
2025 ,2 ,1 ,19 ,1.68,4.8,33,11.9,38
2025 ,2 ,1 ,20 ,1.83,5.1,33,10.9,29
2025 ,2 ,1 ,21 ,2.04,5.3,22,13.2,29
2025 ,2 ,1 ,22 ,2.5,5.6,33,13.5,37
2025 ,2 ,1 ,23 ,2.59,5.8,22,13.8,34
2025 ,2 ,2 ,0 ,3.25,6.2,22,13,35
2025 ,2 ,2 ,1 ,2.75,6,33,11.6,38
2025 ,2 ,2 ,2 ,2.24,5.5,22,10.3,34
2025 ,2 ,2 ,3 ,2.31,5.6,22,9.9,38
2025 ,2 ,2 ,4 ,2.27,6,11,12.1,27
2025 ,2 ,2 ,5 ,2.47,5.9,11,11.6,24
2025 ,2 ,2 ,6 ,2.47,5.8,11,12.3,30
2025 ,2 ,2 ,7 ,2.26,5.5,11,12,32
2025 ,2 ,2 ,8 ,2.27,5.8,11,11.8,35
2025 ,2 ,2 ,9 ,2.3,5.6,11,12.2,31
2025 ,2 ,2 ,10 ,2.29,5.8,33,12.3,33
2025 ,2 ,2 ,11 ,2.39,5.7,11,11.7,32
2025 ,2 ,2 ,12 ,2.47,5.7,33,12.4,30
2025 ,2 ,2 ,13 ,2.78,5.6,33,11.8,34
2025 ,2 ,2 ,14 ,2.57,5.5,22,12,29
2025 ,2 ,2 ,15 ,2.45,5.4,22,11.7,26
2025 ,2 ,2 ,16 ,2.07,5.1,11,12.2,22
2025 ,2 ,2 ,17 ,2.08,4.9,22,12.6,30
2025 ,2 ,2 ,18 ,1.97,5,22,11.7,35
2025 ,2 ,2 ,19 ,2.14,5.2,11,12.5,33
2025 ,2 ,2 ,20 ,2.05,5,22,12.2,37
2025 ,2 ,2 ,21 ,2.29,5.5,22,12.1,32
2025 ,2 ,2 ,22 ,2.06,5.5,11,11.6,35
2025 ,2 ,2 ,23 ,2.08,5.5,11,11.5,36
2025 ,2 ,3 ,0 ,2.1,5.4,22,12.3,31
2025 ,2 ,3 ,1 ,2.59,5.6,22,13,29
2025 ,2 ,3 ,2 ,2.88,5.7,11,13.6,30
2025 ,2 ,3 ,3 ,2.53,5.5,22,13.2,34
2025 ,2 ,3 ,4 ,-9.9,-9.9,-9.9,-9.9,-9.9
2025 ,2 ,3 ,5 ,2.46,5.5,22,12.4,34
2025 ,2 ,3 ,6 ,2.27,5.4,33,12.8,30
2025 ,2 ,3 ,7 ,2.39,5.7,11,13,28
2025 ,2 ,3 ,8 ,2.58,5.5,11,12.6,33
2025 ,2 ,3 ,9 ,2.81,5.7,11,14.1,27
2025 ,2 ,3 ,10 ,2.86,6.1,11,15,29
2025 ,2 ,3 ,11 ,2.88,5.9,11,14.7,33
2025 ,2 ,3 ,12 ,3.12,6.3,11,14.9,30
2025 ,2 ,3 ,13 ,2.99,5.9,22,15,32
2025 ,2 ,3 ,14 ,3.09,5.7,22,15.8,27
2025 ,2 ,3 ,15 ,2.85,5.4,22,15.2,32
2025 ,2 ,3 ,16 ,3.24,6,22,16,28
2025 ,2 ,3 ,17 ,3.06,5.7,11,17,28
2025 ,2 ,3 ,18 ,2.88,5.8,11,15.8,31
2025 ,2 ,3 ,19 ,2.78,5.7,11,15.8,32
2025 ,2 ,3 ,20 ,2.88,5.5,11,14.7,30
2025 ,2 ,3 ,21 ,2.62,5.8,11,15.2,33
2025 ,2 ,3 ,22 ,2.74,5.5,22,15,28
2025 ,2 ,3 ,23 ,2.85,5.7,11,15.5,34
2025 ,2 ,4 ,0 ,2.38,5.4,22,16.3,26
2025 ,2 ,4 ,1 ,3.32,6,22,16.5,31
2025 ,2 ,4 ,2 ,3.38,5.9,22,17.5,28
2025 ,2 ,4 ,3 ,3.06,5.7,33,17.3,27
2025 ,2 ,4 ,4 ,3.39,6.1,11,17.1,33
2025 ,2 ,4 ,5 ,3.08,5.7,22,16.6,36
2025 ,2 ,4 ,6 ,3.01,5.7,11,16.3,33
2025 ,2 ,4 ,7 ,2.41,5.1,22,15.5,35
2025 ,2 ,4 ,8 ,2.3,5.4,22,15.9,37
2025 ,2 ,4 ,9 ,2.52,5.4,11,16.3,39
2025 ,2 ,4 ,10 ,2.58,5.2,11,14.1,39
2025 ,2 ,4 ,11 ,2.42,5.4,22,12.9,32
2025 ,2 ,4 ,12 ,2.59,5.3,22,14.5,26
2025 ,2 ,4 ,13 ,2.45,5.4,11,15,24
2025 ,2 ,4 ,14 ,2.83,5.6,22,14.2,22
2025 ,2 ,4 ,15 ,2.65,5.4,11,15,22
2025 ,2 ,4 ,16 ,2.56,5.3,33,16,27
2025 ,2 ,4 ,17 ,2.61,5.3,11,15.8,30
2025 ,2 ,4 ,18 ,2.4,5.3,11,15,37
2025 ,2 ,4 ,19 ,2.5,5.2,11,14.8,39
2025 ,2 ,4 ,20 ,2.15,5,22,13.5,39
2025 ,2 ,4 ,21 ,2,5.1,22,12.1,40
2025 ,2 ,4 ,22 ,1.69,5,11,11.2,34
2025 ,2 ,4 ,23 ,1.83,4.9,22,10.2,40
2025 ,2 ,5 ,0 ,1.57,4.9,11,8.8,44
2025 ,2 ,5 ,1 ,1.66,5,22,9.1,49
2025 ,2 ,5 ,2 ,1.65,4.9,11,8.5,54
2025 ,2 ,5 ,3 ,1.58,4.8,22,7.5,49
2025 ,2 ,5 ,4 ,1.62,4.8,22,9.1,35
2025 ,2 ,5 ,5 ,1.44,4.8,22,8.4,37
2025 ,2 ,5 ,6 ,1.53,4.6,22,9.3,45
2025 ,2 ,5 ,7 ,1.47,4.6,11,9.2,39
2025 ,2 ,5 ,8 ,1.49,4.6,22,9.4,41
2025 ,2 ,5 ,9 ,1.43,4.6,22,8.2,44
2025 ,2 ,5 ,10 ,1.39,4.8,11,8.4,35
2025 ,2 ,5 ,11 ,1.39,4.7,11,7,30
2025 ,2 ,5 ,12 ,1.48,5,0,7,25
2025 ,2 ,5 ,13 ,1.26,4.7,11,8.1,21
2025 ,2 ,5 ,14 ,1.43,4.6,22,7.8,26
2025 ,2 ,5 ,15 ,1.49,4.8,11,7.5,25
2025 ,2 ,5 ,16 ,1.55,4.9,22,6.9,30
2025 ,2 ,5 ,17 ,1.28,4.6,11,7.2,24
2025 ,2 ,5 ,18 ,1.15,4.6,22,5.8,31
2025 ,2 ,5 ,19 ,1.17,4.8,11,5.2,27
2025 ,2 ,5 ,20 ,1.04,4.8,22,6.4,4
2025 ,2 ,5 ,21 ,1.28,4.9,11,7.2,21
2025 ,2 ,5 ,22 ,1.04,4.5,348,7,29
2025 ,2 ,5 ,23 ,1.21,4.8,348,5.3,46
2025 ,2 ,6 ,0 ,1.09,5,0,4,42
2025 ,2 ,6 ,1 ,1.02,4.9,0,3.4,23
2025 ,2 ,6 ,2 ,1.19,5.1,11,3,13
2025 ,2 ,6 ,3 ,1.17,5.1,0,3.1,33
2025 ,2 ,6 ,4 ,1.13,5,11,2.4,35
2025 ,2 ,6 ,5 ,1.19,5.1,11,1.8,80
2025 ,2 ,6 ,6 ,1.02,5.1,33,2.4,349
2025 ,2 ,6 ,7 ,1.08,5.1,22,2.4,26
2025 ,2 ,6 ,8 ,0.96,5,22,3.1,40
2025 ,2 ,6 ,9 ,0.97,5.1,11,2.6,55
2025 ,2 ,6 ,10 ,0.97,5.3,11,2,43
2025 ,2 ,6 ,11 ,0.97,5.2,11,3.2,15
2025 ,2 ,6 ,12 ,1.01,5.4,11,3,7
2025 ,2 ,6 ,13 ,1.14,5.5,11,4.2,358
2025 ,2 ,6 ,14 ,1.2,5.4,11,5,360
2025 ,2 ,6 ,15 ,1.07,5,22,5.4,12
2025 ,2 ,6 ,16 ,1.37,5.4,11,6.5,14
2025 ,2 ,6 ,17 ,1.27,4.9,22,6.2,13
2025 ,2 ,6 ,18 ,1.29,4.9,33,5.8,21
2025 ,2 ,6 ,19 ,1.37,4.7,0,8.1,14
2025 ,2 ,6 ,20 ,1.53,4.9,348,8.9,17
2025 ,2 ,6 ,21 ,1.87,5.1,348,8.9,17
2025 ,2 ,6 ,22 ,1.98,5.4,337,9.8,9
2025 ,2 ,6 ,23 ,1.89,5.3,348,9.9,16
2025 ,2 ,7 ,0 ,2.19,5.7,337,9.5,24
2025 ,2 ,7 ,1 ,2.29,5.8,348,10.6,31
2025 ,2 ,7 ,2 ,2.64,5.9,0,10.9,33
2025 ,2 ,7 ,3 ,2.71,6.4,0,10.8,25
2025 ,2 ,7 ,4 ,2.98,6.4,0,12.5,23
2025 ,2 ,7 ,5 ,3.48,6.6,11,14.2,26
2025 ,2 ,7 ,6 ,3.62,6.7,11,14.4,27
2025 ,2 ,7 ,7 ,3.19,6.5,11,14.2,28
2025 ,2 ,7 ,8 ,3.4,6.4,11,14.6,30
2025 ,2 ,7 ,9 ,3,6.2,11,14.4,28
2025 ,2 ,7 ,10 ,3.3,6.2,22,14.6,31
2025 ,2 ,7 ,11 ,2.96,5.9,22,14.5,27
2025 ,2 ,7 ,12 ,2.94,6,11,15.5,25
2025 ,2 ,7 ,13 ,2.91,6.1,11,15.8,30
2025 ,2 ,7 ,14 ,3.31,6.4,11,16.2,23
2025 ,2 ,7 ,15 ,3.28,6.5,11,17,25
2025 ,2 ,7 ,16 ,3.38,6.1,22,17.5,31
2025 ,2 ,7 ,17 ,3.29,6.2,11,17.7,33
2025 ,2 ,7 ,18 ,3.17,6.2,11,18,30
2025 ,2 ,7 ,19 ,3.02,6,22,17.9,25
2025 ,2 ,7 ,20 ,3.41,6.3,11,18,29
2025 ,2 ,7 ,21 ,3.59,6.2,22,17.6,33
2025 ,2 ,7 ,22 ,2.91,5.7,11,16.7,35
2025 ,2 ,7 ,23 ,2.74,5.7,11,15.7,34
2025 ,2 ,8 ,0 ,2.88,5.9,22,17.3,34
2025 ,2 ,8 ,1 ,2.79,5.5,22,16.8,36
2025 ,2 ,8 ,2 ,3,5.8,22,17.8,33
2025 ,2 ,8 ,3 ,2.99,5.8,22,17.9,35
2025 ,2 ,8 ,4 ,3.1,5.9,0,18.4,34
2025 ,2 ,8 ,5 ,3.08,5.7,11,17.7,36
2025 ,2 ,8 ,6 ,3.15,5.8,11,18.1,37
2025 ,2 ,8 ,7 ,3.12,5.7,22,17.2,37
2025 ,2 ,8 ,8 ,2.73,5.5,11,17.1,37
2025 ,2 ,8 ,9 ,2.8,5.5,11,17.9,38
2025 ,2 ,8 ,10 ,3.48,6,11,17.7,37
2025 ,2 ,8 ,11 ,3.55,5.9,11,18,39
2025 ,2 ,8 ,12 ,3.49,5.8,11,17.6,34
2025 ,2 ,8 ,13 ,3.66,6.5,11,17,40
2025 ,2 ,8 ,14 ,3.04,5.7,11,16.9,38
2025 ,2 ,8 ,15 ,3.11,5.8,11,17.4,35
2025 ,2 ,8 ,16 ,3.26,5.7,0,17.8,37
2025 ,2 ,8 ,17 ,2.91,5.7,11,17.4,36
2025 ,2 ,8 ,18 ,3.08,5.7,0,17.4,37
2025 ,2 ,8 ,19 ,2.95,5.6,11,17.6,35
2025 ,2 ,8 ,20 ,3.21,5.7,11,16.6,34
2025 ,2 ,8 ,21 ,3.08,5.9,0,16.4,38
2025 ,2 ,8 ,22 ,3.18,5.8,11,15.9,44
2025 ,2 ,8 ,23 ,2.58,5.5,11,15.9,42
2025 ,2 ,9 ,0 ,2.6,5.4,11,15.5,38
2025 ,2 ,9 ,1 ,2.52,5.5,22,15,42
2025 ,2 ,9 ,2 ,2.55,5.6,11,14.5,43
2025 ,2 ,9 ,3 ,2.38,5.5,0,14.3,43
2025 ,2 ,9 ,4 ,2.61,5.8,11,14.3,42
2025 ,2 ,9 ,5 ,2.5,5.7,11,13.7,37
2025 ,2 ,9 ,6 ,2.56,5.7,11,14.4,32
2025 ,2 ,9 ,7 ,2.66,5.7,22,14.6,31
2025 ,2 ,9 ,8 ,2.82,5.9,22,14.6,37
2025 ,2 ,9 ,9 ,2.1,5,11,13.1,37
2025 ,2 ,9 ,10 ,2.45,5.2,22,13.5,36
2025 ,2 ,9 ,11 ,2.31,5.3,11,13.2,38
2025 ,2 ,9 ,12 ,2.54,5.3,22,14.2,32
2025 ,2 ,9 ,13 ,2.25,5.1,11,14.4,29
2025 ,2 ,9 ,14 ,2.62,5.4,11,15,29
2025 ,2 ,9 ,15 ,2.41,5.4,11,13.7,32
2025 ,2 ,9 ,16 ,2.22,5.4,11,14.5,29
2025 ,2 ,9 ,17 ,2.68,5.6,11,14.9,32
2025 ,2 ,9 ,18 ,2.61,5.8,11,14.7,32
2025 ,2 ,9 ,19 ,2.68,6.1,22,13.6,39
2025 ,2 ,9 ,20 ,2.47,5.8,11,12.1,41
2025 ,2 ,9 ,21 ,2.2,5.6,22,11.3,41
2025 ,2 ,9 ,22 ,1.99,5.4,22,9.8,40
2025 ,2 ,9 ,23 ,1.98,5.3,33,9.1,38
2025 ,2 ,10 ,0 ,1.78,5.3,22,8.9,41
2025 ,2 ,10 ,1 ,1.92,5.4,22,7,45
2025 ,2 ,10 ,2 ,1.6,5.5,11,7,38
2025 ,2 ,10 ,3 ,1.6,5.4,11,6.7,51
2025 ,2 ,10 ,4 ,1.45,5.5,0,5.2,49
2025 ,2 ,10 ,5 ,1.49,5.4,0,6.1,37
2025 ,2 ,10 ,6 ,1.44,5.4,0,4,49
2025 ,2 ,10 ,7 ,1.56,5.6,11,6.6,32
2025 ,2 ,10 ,8 ,1.68,5.4,22,6.3,37
2025 ,2 ,10 ,9 ,1.73,5.5,22,5.8,34
2025 ,2 ,10 ,10 ,1.76,5.7,22,5.6,18
2025 ,2 ,10 ,11 ,1.75,5.3,11,8,9
2025 ,2 ,10 ,12 ,1.73,5.6,22,7.8,23
2025 ,2 ,10 ,13 ,1.82,5.2,11,8.8,25
2025 ,2 ,10 ,14 ,1.68,5,11,8.5,14
2025 ,2 ,10 ,15 ,1.92,5.1,0,10.4,8
2025 ,2 ,10 ,16 ,1.98,5.1,0,10.1,12
2025 ,2 ,10 ,17 ,2.25,5.6,348,9.8,14
2025 ,2 ,10 ,18 ,2.01,5.3,0,8.7,13
2025 ,2 ,10 ,19 ,1.89,5.6,11,7,3
2025 ,2 ,10 ,20 ,1.97,5.8,0,5.9,7
2025 ,2 ,10 ,21 ,1.91,5.7,11,5.3,16
2025 ,2 ,10 ,22 ,1.89,5.6,0,5.1,17
2025 ,2 ,10 ,23 ,1.52,5.4,11,3.5,19
2025 ,2 ,11 ,0 ,1.5,5.7,0,3.6,357
2025 ,2 ,11 ,1 ,1.23,5.2,11,2.7,10
2025 ,2 ,11 ,2 ,1.2,5.2,22,2.4,18
2025 ,2 ,11 ,3 ,1.13,5.1,0,3.4,11
2025 ,2 ,11 ,4 ,1.23,5.3,0,3.8,18
2025 ,2 ,11 ,5 ,1.35,5,337,6.9,7
2025 ,2 ,11 ,6 ,1.71,5.3,348,6.4,14
2025 ,2 ,11 ,7 ,1.77,5.7,348,4.4,17
2025 ,2 ,11 ,8 ,1.79,5.7,348,-9.9,-9.9
2025 ,2 ,11 ,9 ,1.76,5.7,348,1.1,334
2025 ,2 ,11 ,10 ,1.81,5.6,0,6.1,359
2025 ,2 ,11 ,11 ,1.89,5.8,0,7.7,2
2025 ,2 ,11 ,12 ,1.85,5.2,0,8.4,6
2025 ,2 ,11 ,13 ,1.73,5,0,9.2,6
2025 ,2 ,11 ,14 ,1.86,5.3,11,8.9,11
2025 ,2 ,11 ,15 ,1.92,5.1,0,9.1,11
2025 ,2 ,11 ,16 ,1.76,5,0,8.3,11
2025 ,2 ,11 ,17 ,1.81,5.5,0,7.5,16
2025 ,2 ,11 ,18 ,1.63,5.1,0,7.4,13
2025 ,2 ,11 ,19 ,1.56,5.1,11,7.1,18
2025 ,2 ,11 ,20 ,1.62,5.4,11,6.9,22
2025 ,2 ,11 ,21 ,1.66,5.2,0,6.6,25
2025 ,2 ,11 ,22 ,1.69,5.5,11,5.3,30
2025 ,2 ,11 ,23 ,1.54,5.4,0,3.1,44
2025 ,2 ,12 ,0 ,1.53,5.2,0,4.2,25
2025 ,2 ,12 ,1 ,1.22,5,11,4.3,13
2025 ,2 ,12 ,2 ,1.3,5.3,0,4.8,18
2025 ,2 ,12 ,3 ,1.16,5.2,348,5,23
2025 ,2 ,12 ,4 ,0.88,4.7,348,4.5,30
2025 ,2 ,12 ,5 ,0.97,5.1,348,4.6,32
2025 ,2 ,12 ,6 ,0.85,5,348,4.1,68
2025 ,2 ,12 ,7 ,0.89,4.9,0,3.9,41
2025 ,2 ,12 ,8 ,0.91,4.9,11,4.9,27
2025 ,2 ,12 ,9 ,0.95,4.7,0,6.4,22
2025 ,2 ,12 ,10 ,0.98,4.8,11,4.5,21
2025 ,2 ,12 ,11 ,0.96,4.8,11,4.3,355
2025 ,2 ,12 ,12 ,0.92,4.6,22,2.3,36
2025 ,2 ,12 ,13 ,0.82,4.6,22,1.5,47
2025 ,2 ,12 ,14 ,0.78,4.8,22,1.7,323
2025 ,2 ,12 ,15 ,0.7,4.8,22,2.5,323
2025 ,2 ,12 ,16 ,0.62,4.8,22,3.2,318
2025 ,2 ,12 ,17 ,0.49,4.5,11,5.6,339
2025 ,2 ,12 ,18 ,0.55,4.1,11,5.5,350
2025 ,2 ,12 ,19 ,0.56,3.7,11,6,5
2025 ,2 ,12 ,20 ,0.67,3.6,11,5.8,17
2025 ,2 ,12 ,21 ,0.68,3.7,22,5.3,32
2025 ,2 ,12 ,22 ,0.74,3.8,45,6.6,37
2025 ,2 ,12 ,23 ,0.68,3.7,45,6.8,37
2025 ,2 ,13 ,0 ,0.71,3.7,33,8.5,14
2025 ,2 ,13 ,1 ,0.91,3.8,22,9.6,25
2025 ,2 ,13 ,2 ,1.32,4.1,22,12.5,28
2025 ,2 ,13 ,3 ,1.77,4.6,22,12.5,40
2025 ,2 ,13 ,4 ,2.12,5.3,22,13,30
2025 ,2 ,13 ,5 ,2.39,5.5,11,13.7,33
2025 ,2 ,13 ,6 ,3.01,6.3,11,13.9,32
2025 ,2 ,13 ,7 ,3.33,6.7,11,14.2,27
2025 ,2 ,13 ,8 ,3.46,6.6,11,15.3,36
2025 ,2 ,13 ,9 ,3.31,6.8,11,14.1,33
2025 ,2 ,13 ,10 ,3.4,6.7,11,14,32
2025 ,2 ,13 ,11 ,3.88,7.1,11,12.9,30
2025 ,2 ,13 ,12 ,3.19,6.4,11,14,30
2025 ,2 ,13 ,13 ,3.06,6.4,11,14.8,30
2025 ,2 ,13 ,14 ,3.33,6.6,11,15,24
2025 ,2 ,13 ,15 ,2.98,5.8,11,15.2,25
2025 ,2 ,13 ,16 ,3.25,6,22,15.2,29
2025 ,2 ,13 ,17 ,3.2,6.2,11,14.3,31
2025 ,2 ,13 ,18 ,2.95,5.9,11,14.7,32
2025 ,2 ,13 ,19 ,2.79,5.7,11,15.1,29
2025 ,2 ,13 ,20 ,3.14,6,11,13.4,29
